stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Marek\Desktop\Konik 1.5\Algorytm Konika Szachowego\bin\Debug\allegro5.cfg r
display  D   display_settings.c:398  _al_score_display_settings       [   0.05018] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05021] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05024] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05027] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05030] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05033] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05036] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05039] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05042] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05045] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05048] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05051] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05054] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05057] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05060] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05063] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05066] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05069] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05072] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05075] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05078] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05081] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05085] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05088] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05091] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05094] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05097] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05100] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05103] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05106] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05109] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05112] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05115] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05118] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05121] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05124] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05127] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05130] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05133] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05136] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05139] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05142] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05145] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05148] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05152] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05155] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05158] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05161] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05164] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05167] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05170] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05174] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05177] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05180] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05183] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05186] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05189] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05192] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05196] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05199] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05202] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05205] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.05208] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05211] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05214] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05217] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05220] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05223] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05226] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05229] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05232] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05235] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05238] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05241] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05244] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.05247] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.05250] Single Buffer requirement not met.
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05257] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05702] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05710] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05715] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05720] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05725] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05729] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05733] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05737] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05741] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05746] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05749] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05753] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
display  W   display_settings.c:669  _al_deduce_color_format          [   0.05757] Could not deduce color format, sizes = (0,0,0,0,0), shifts = (0,0,0,0)
d3d      D         d3d_disp.cpp:1678 d3d_create_display_internals     [   0.05761] Trying format 0.
d3d      I         d3d_disp.cpp:1354 d3d_display_thread_proc          [   0.05795] Chose a display format: 23
d3d      I         d3d_disp.cpp:1423 d3d_display_thread_proc          [   0.05806] Normal window.
d3d      D         d3d_disp.cpp:1451 d3d_display_thread_proc          [   0.06507] Creating real fullscreen device
d3d      I         d3d_disp.cpp:579  d3d_create_fullscreen_device     [   0.99860] Fullscreen Direct3D device created.
d3d      I         d3d_disp.cpp:1459 d3d_display_thread_proc          [   0.99870] Real fullscreen device created
d3d      D         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.99875] Resumed after wait.
d3d      I         d3d_disp.cpp:1734 d3d_create_display_internals     [   0.99883] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1765 d3d_create_display_internals     [   0.99888] Returning d3d_display: 00F0D848
d3d      D         d3d_disp.cpp:1790 d3d_create_display_locked        [   0.99891] al_display=00F0D848
d3d      D         d3d_disp.cpp:1791 d3d_create_display_locked        [   0.99894] al_display->vt=00F0D788
system   D            wsystem.c:854  _al_win_safe_load_library        [   0.99933] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:760  load_library_at_path             [   0.99937] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:763  load_library_at_path             [   0.99980] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.99986] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.99993] opening arial.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   1.00041] Font arial.ttf loaded with pixel size 0 x 28.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   1.00045]     ascent=26.0, descent=-6.0, height=32.0
dtor     D               dtor.c:196  _al_register_destructor          [   1.00049] added dtor for ttf_font 00F0BCA0, func 61DBE62D
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.00052] opening arial.ttf rb
font     D                ttf.c:942  al_load_ttf_font_stretch_f       [   1.00084] Font arial.ttf loaded with pixel size 0 x 23.
font     D                ttf.c:944  al_load_ttf_font_stretch_f       [   1.00087]     ascent=21.0, descent=-5.0, height=26.0
dtor     D               dtor.c:196  _al_register_destructor          [   1.00092] added dtor for ttf_font 00F0BBA0, func 61DBE62D
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.00096] opening konik.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.00109] opening konik.png rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.00147] added dtor for bitmap 02D54E98, func 61CC1CAF
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.12940] opening konik-ruch.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.12975] opening konik-ruch.png rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.13041] added dtor for bitmap 02D69288, func 61CC1CAF
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24669] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24679] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24683] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24686] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24690] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24693] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24696] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24699] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.24702] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.24705] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   1.24709] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   1.24712] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   1.24716] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   1.24741] Glyph 36: 22x22 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.24745] Locking glyph region: 02D54950 0 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.25162] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25202] Glyph 37: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25209] Locking glyph region: 02D54950 24 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25439] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25460] Glyph 38: 21x22 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25464] Locking glyph region: 02D54950 44 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.25477] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25486] Glyph 39: 19x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25490] Locking glyph region: 02D54950 68 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25498] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25505] Glyph 40: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25509] Locking glyph region: 02D54950 88 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25520] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25541] Glyph 41: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25545] Locking glyph region: 02D54950 108 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25564] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25579] Glyph 42: 22x22 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25583] Locking glyph region: 02D54950 124 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.25594] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25602] Glyph 43: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25605] Locking glyph region: 02D54950 148 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25612] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25620] Glyph 20: 10x22 (12x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25624] Locking glyph region: 02D54950 168 0 12 24
font     D                ttf.c:166  unlock_current_page              [   1.25633] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25642] Glyph 21: 17x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25645] Locking glyph region: 02D54950 180 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25652] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25661] Glyph 22: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25666] Locking glyph region: 02D54950 200 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25674] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25682] Glyph 23: 17x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25686] Locking glyph region: 02D54950 216 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.25693] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25701] Glyph 24: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25704] Locking glyph region: 02D54950 236 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25711] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25720] Glyph 25: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25723] Locking glyph region: 02D54950 252 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25730] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25737] Glyph 26: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25740] Locking glyph region: 02D54950 268 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25747] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.25756] Glyph 27: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.25759] Locking glyph region: 02D54950 284 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.25766] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28798] Glyph 54: 19x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.28808] Locking glyph region: 02D54950 300 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.28814] Unlocking page: 02D54950
font     D                ttf.c:445  cache_glyph                      [   1.28819] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   1.28824] Glyph 16: 11x4 (12x4)
font     D                ttf.c:286  alloc_glyph_region               [   1.28828] Locking glyph region: 02D54950 320 0 12 4
font     D                ttf.c:166  unlock_current_page              [   1.28841] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28852] Glyph 58: 29x22 (32x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.28855] Locking glyph region: 02D54950 332 0 32 24
font     D                ttf.c:166  unlock_current_page              [   1.28863] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28872] Glyph 92: 16x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.28875] Locking glyph region: 02D54950 364 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.28882] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28889] Glyph 77: 9x28 (12x28)
font     D                ttf.c:286  alloc_glyph_region               [   1.28892] Locking glyph region: 02D54950 380 0 12 28
font     D                ttf.c:166  unlock_current_page              [   1.28899] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28910] Glyph 86: 15x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.28914] Locking glyph region: 02D54950 392 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.28920] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28929] Glyph 70: 15x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.28933] Locking glyph region: 02D54950 408 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.28945] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28967] Glyph 76: 6x22 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.28971] Locking glyph region: 02D54950 424 0 8 24
font     D                ttf.c:166  unlock_current_page              [   1.28984] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.28996] Glyph 72: 16x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29000] Locking glyph region: 02D54950 432 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29006] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29014] Glyph 93: 16x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29017] Locking glyph region: 02D54950 448 0 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29023] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29031] Glyph 83: 16x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29034] Locking glyph region: 02D54950 464 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.29040] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29047] Glyph 85: 11x17 (12x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29050] Locking glyph region: 02D54950 480 0 12 20
font     D                ttf.c:166  unlock_current_page              [   1.29056] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29064] Glyph 82: 17x17 (20x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29067] Locking glyph region: 02D54950 492 0 20 20
font     D                ttf.c:166  unlock_current_page              [   1.29073] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29082] Glyph 74: 16x23 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29085] Locking glyph region: 02D54950 0 28 16 24
font     D                ttf.c:166  unlock_current_page              [   1.29092] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29102] Glyph 68: 16x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29105] Locking glyph region: 02D54950 16 28 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29111] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29121] Glyph 80: 23x17 (24x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29124] Locking glyph region: 02D54950 32 28 24 20
font     D                ttf.c:166  unlock_current_page              [   1.29130] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29138] Glyph 88: 15x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29141] Locking glyph region: 02D54950 56 28 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29150] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29160] Glyph 51: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29163] Locking glyph region: 02D54950 72 28 20 24
font     D                ttf.c:166  unlock_current_page              [   1.29174] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29182] Glyph 49: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29185] Locking glyph region: 02D54950 92 28 20 24
font     D                ttf.c:166  unlock_current_page              [   1.29192] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29203] Glyph 90: 22x17 (24x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29206] Locking glyph region: 02D54950 112 28 24 20
font     D                ttf.c:166  unlock_current_page              [   1.29212] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29219] Glyph 79: 6x22 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29222] Locking glyph region: 02D54950 136 28 8 24
font     D                ttf.c:166  unlock_current_page              [   1.29228] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29240] Glyph 78: 15x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29243] Locking glyph region: 02D54950 144 28 16 24
font     D                ttf.c:166  unlock_current_page              [   1.29249] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29261] Glyph 48: 22x22 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29264] Locking glyph region: 02D54950 160 28 24 24
font     D                ttf.c:166  unlock_current_page              [   1.29272] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29279] Glyph 56: 18x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29282] Locking glyph region: 02D54950 184 28 20 24
font     D                ttf.c:166  unlock_current_page              [   1.29289] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29296] Glyph 87: 10x23 (12x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29299] Locking glyph region: 02D54950 204 28 12 24
font     D                ttf.c:166  unlock_current_page              [   1.29304] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29314] Glyph 81: 15x17 (16x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29317] Locking glyph region: 02D54950 216 28 16 20
font     D                ttf.c:166  unlock_current_page              [   1.29323] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29334] Glyph 47: 15x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29337] Locking glyph region: 02D54950 232 28 16 24
font     D                ttf.c:166  unlock_current_page              [   1.29344] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29355] Glyph 53: 20x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29358] Locking glyph region: 02D54950 248 28 20 24
font     D                ttf.c:166  unlock_current_page              [   1.29364] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29372] Glyph 75: 15x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.29376] Locking glyph region: 02D54950 268 28 16 24
font     D                ttf.c:166  unlock_current_page              [   1.29382] Unlocking page: 02D54950
font     D                ttf.c:242  alloc_glyph_region               [   1.29391] Glyph 29: 6x17 (8x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.29394] Locking glyph region: 02D54950 284 28 8 20
font     D                ttf.c:166  unlock_current_page              [   1.29401] Unlocking page: 02D54950
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29442] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29445] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   1.29448] Fake format
